ID,TENURE_QUINTILES,payment_pr1q_mean_diff_days,payment_pr1q_num_payments,FUND_VALUE2,Mode_Month,payment_pr1q_med_diff_days,payment_pr1q_sd_diff_days,payment_pr1q_num_past_due,payment_pr1q_num_past_due_30d,Mode_Annual,COMMENCEMENT_MONTH,payment_pr1q_sd_pay_amt,ABC_ANNUAL_PREMIUM2,Mode_Quarter,age,payment_pr1q_sd_pay_date,NO_OF_CHILDREN2,TERM,Mode_Half,lapse_var
231234,0,90.23512997,6.129540616,-4108709.571,1,20.40935006,13.00846374,1.835144968,NA,0,7,5625.464296,-43360.74992,0,38.88411,-0.713187381,0,26.55386011,0,1
231240,1,25.13959221,6.216399179,-9924173.329,1,-0.207553595,5.549136806,1.268785082,0,0,7,-16919.07896,134772.5167,0,42.24028016,0.445639661,0,17.74110983,0,1
231244,2,-14.58995567,1.902997495,-6522688.061,0,79.50430739,-22.14069179,4.0863536,1,0,9,-7630.788559,132932.2969,0,47.05642286,4.290203073,0,10.43738522,0,1
231246,1,40.10521053,5.000573639,-6526362.384,0,-41.94811819,19.40943315,-0.049338297,0,0,5,5830.113127,6039.147556,0,36.75331306,10.09963902,NA,17.22166604,0,1
231308,1,-35.81032992,1.242520911,2.99E+07,0,69.31508951,-1.202095203,3.83862484,1,0,7,-1420.775296,108672.1125,0,47.07048667,7.608751094,NA,13.60452182,0,1
231323,0,56.36061294,2.547720887,9692565.829,1,54.04567092,-11.63891244,5.324215288,1,0,6,-8106.477236,-12879.47509,1,55.3611376,2.524567169,0,21.89694642,0,1
231413,2,44.97196344,3.849452885,-1.39E+07,0,7.503854829,20.99132776,2.368198934,1,0,11,-1378.548512,39825.10807,0,48.8963575,-9.176262402,0,15.8793381,0,1
231434,1,25.30432192,3.809092459,2.12E+07,1,-27.65100965,22.09924156,4.912821347,0,1,11,6381.403659,180334.2133,0,54.82619062,5.499183187,2,17.11059723,0,1
231476,0,30.75626691,-0.402202874,4306268.054,1,35.45783722,37.94224048,3.002190192,0,0,2,3321.989606,-59629.27616,0,51.68425664,8.564306689,0,16.50617693,0,1
231480,1,21.45946543,4.797783559,8105890.085,0,50.07783595,2.562182355,1.10879234,0,0,6,-1939.022752,-36412.38634,1,52.68146885,6.92451454,0,12.29588725,0,1
231481,1,86.79395894,2.440644817,-5713921.956,1,-26.71395501,5.431384486,4.564218293,1,0,1,-3230.311132,-7816.756589,1,39.71549533,1.688907419,0,14.79859587,0,1
231482,1,5.662481975,2.811520639,1.68E+07,0,-1.697364694,9.8121939,2.066072301,1,0,11,8389.69826,-76633.67182,0,49.82217505,-1.116711595,0,12.75808273,0,1
231489,0,-30.87637604,1.004149035,1884873.204,1,54.76835718,29.38456397,1.569124621,NA,0,6,3787.524738,25683.34876,0,46.07439353,0.075237165,0,24.58083197,0,1
231526,1,11.30805205,5.328709953,2.61E+07,1,-4.054562583,1.442938875,-0.255571237,0,0,10,-2826.926776,64880.50148,0,48.29810414,2.208670109,NA,18.19701696,0,1
231537,3,33.75512547,3.574470412,822207.7052,0,61.14406806,47.99628971,2.654068794,1,0,9,-6368.949252,58378.01828,0,39.53952025,8.911939664,0,21.94865917,0,1
231561,0,37.23847385,2.431137438,8373663.227,1,6.559604576,34.21077172,4.445456889,0,0,5,-7139.449956,38737.91375,0,47.7972354,3.612770922,NA,23.05345816,0,1
231595,1,-1.368353056,1.623639773,3.07E+07,0,-3.452286802,32.09274433,2.807252881,1,0,3,-6806.13932,-36630.98483,0,44.35101993,-1.653435112,0,14.50266924,0,1
231605,1,-2.286424182,1.270036744,-3807247.824,1,95.46653826,53.71123306,3.485811757,0,0,3,-4176.882205,36334.16593,0,30.69184675,5.873868478,2,24.03332734,0,1
231612,2,-31.93951742,2.563689421,1.52E+07,1,11.94697139,-12.67909624,3.191873066,0,0,1,-307.3375632,-63441.27368,0,33.7730114,4.556865093,0,16.63326717,0,1
231635,0,68.88032192,4.641410755,1.63E+07,1,20.41988339,47.98105269,2.149384211,1,0,5,12230.50592,174316.5792,0,43.02793408,8.173439016,0,17.31359427,0,1
231646,3,70.12325364,5.259446547,1.14E+07,0,12.27368838,14.51966194,4.136980954,1,1,12,5975.0946,54261.58467,0,22.47800156,6.484977051,0,17.103843,0,1
231656,0,-9.466593482,3.683153348,-4014020.898,1,16.38485039,51.11316589,2.511813461,0,0,12,-6814.484514,13608.26294,0,32.71277696,6.896656413,0,23.59482873,0,1
231662,1,13.01603833,3.972295078,2.24E+07,1,12.41477492,-12.30143147,2.513330463,0,0,11,2142.712646,-30448.10362,0,40.52535239,8.211166321,2,17.33098412,1,1
231672,0,41.61681845,3.36482274,4128699.211,0,-16.90318826,17.3382455,2.277506094,1,0,9,18713.55673,30558.88342,0,32.07532947,5.829234219,NA,13.56272079,0,1
231704,1,20.74937511,1.622949361,7350001.024,1,-31.69127101,22.65559034,3.583040417,1,0,9,-1332.287378,113035.302,0,40.29936788,8.606207639,0,10.92012947,0,1
231726,0,43.35296606,2.887742716,1.36E+07,1,-37.49528342,25.8654533,3.71553143,1,0,7,-3061.941153,104778.3531,0,36.59567707,15.45167312,0,26.47516516,1,1
231748,1,23.64696151,0.729582,-7646817.486,1,94.05643691,30.43405119,4.209427385,1,0,12,4452.522288,4285.143728,0,35.65832172,6.489723062,0,16.82383923,0,1
231787,1,61.57406409,3.658136838,2440771.479,1,14.85044784,0.442509872,-1.453591322,0,0,7,-12264.85215,109542.2611,0,31.46809294,2.709045536,0,11.48922435,0,1
231794,1,83.46368664,1.719226736,2052286.411,0,4.613389681,14.52279226,1.590711211,0,1,11,11.9616586,47318.9819,0,51.92216384,-2.092055364,1,19.36077929,0,1
231810,1,38.14593088,4.053847332,-8327575.633,1,44.51120588,61.26540636,2.483103167,1,1,6,-895.3214335,36874.6749,0,50.82147797,7.761154423,0,12.32715134,0,1
231833,1,-54.12671839,1.631993018,2.22E+07,0,109.3223914,73.63556729,1.821568319,0,0,12,-696.5334606,216110.3613,0,52.85533873,0.244020897,2,18.26407691,0,1
231846,1,53.67826766,5.657363609,-620542.1644,0,-55.246106,8.526390409,3.862070586,NA,0,12,11696.37801,14294.45247,0,45.22072439,4.145981226,0,13.70209526,0,1
231866,2,3.19911435,4.282633608,2807663.974,1,94.93911562,5.374718233,4.296414245,1,0,5,4201.898038,53995.70376,0,42.01552549,4.802859404,0,7.718309869,0,1
231868,1,46.92365708,3.307669599,6496456.058,1,12.52306864,31.72209895,3.194515672,NA,0,9,682.1003187,154252.8332,1,33.55995237,13.17090035,0,15.54270425,0,1
231915,1,-81.01284975,3.646083493,1.10E+07,0,41.05795981,70.13938033,3.136868214,1,0,1,-5589.531416,129247.054,0,45.94808023,10.77234647,0,19.08330487,0,1
231923,1,30.89025051,3.541322108,7370724.487,1,37.90359572,70.60176259,3.442353422,1,0,3,7145.024173,51838.84075,0,50.54535485,-0.77329948,0,15.59606023,0,1
231924,1,19.77794884,4.829768993,1405136.352,1,55.57769156,46.81399326,5.211443913,0,0,3,3067.025527,40549.60999,0,57.18446964,8.552797371,0,7.682865028,0,1
231928,3,19.98227931,3.283796318,-4040085.71,1,32.22563775,-7.498531356,3.163398319,0,0,3,-4535.378672,15428.54097,0,53.48928064,4.821153478,0,16.65759918,0,1
231932,2,61.82598606,2.104996142,4.12E+07,1,54.04033908,30.69018207,4.412233212,1,0,6,4485.016824,-56681.64067,0,18.0491797,12.12407618,0,12.92327783,0,1
231976,0,62.65108654,5.345166185,-1.45E+07,1,25.85062036,35.844501,2.1935139,0,0,7,-5237.676412,138080.2718,0,37.90756099,-2.31331008,0,16.61302251,0,1
231982,1,86.09624292,2.344456517,-1.98E+07,1,-0.318877941,35.12227143,4.018089493,0,0,6,-6123.793854,40380.03362,0,32.0476075,1.218023487,0,12.78525098,0,1
231983,0,128.0820605,2.79314598,-3823191.596,1,34.48582404,-11.93650059,2.866583403,1,0,5,5623.90058,13268.41863,0,42.36080241,3.136435029,0,22.09912274,0,1
231988,0,-38.92924641,2.921757366,-1.27E+07,1,-14.10792238,24.74176735,2.005104912,0,1,6,11099.97232,-19420.86096,0,58.25142875,8.098171429,0,16.51448974,0,1
232007,0,-83.88352466,4.796796553,-1.33E+07,1,-26.41359694,67.55428283,3.014362897,NA,0,6,10545.72879,90913.94939,0,25.21283374,1.943942233,0,17.67254156,0,1
232019,1,16.12497526,5.88589902,6745693.22,0,106.2837364,14.49278287,2.930347067,1,0,9,1928.78458,3804.313318,0,41.0346995,9.566504376,0,21.52294787,0,1
232023,0,-8.178710931,4.000461383,5640808.012,1,34.91007511,-0.208659961,4.561458022,0,0,10,4620.177601,75900.80302,0,33.87004045,8.891410523,0,19.0209023,0,1
232036,1,-10.54674283,3.139984351,1.02E+07,1,-27.06887476,58.95717387,3.083955759,NA,0,6,-2786.536774,87747.65327,0,63.49049436,4.123877766,0,16.41219321,0,1
232038,2,-20.73600016,4.552662485,1.24E+07,1,48.82635414,-26.00226727,2.404857583,0,0,4,-4139.264187,-68911.92413,0,23.80436025,7.209687078,2,28.01272719,0,1
232048,2,39.7674282,2.889803597,4123326.731,1,39.55287628,-43.45423362,1.605966771,0,0,4,3759.824596,-55753.07406,0,39.51610552,7.573914663,NA,15.37388696,0,1
232065,0,142.224672,1.909710393,2.00E+07,1,3.805422598,34.56498804,1.588832652,0,0,2,-2194.687423,7995.265588,0,53.45978041,8.075835482,0,27.7479945,0,1
232074,2,14.44403278,3.720079399,1.74E+07,1,8.739959058,53.15010199,3.297559673,0,0,7,2933.957816,-70234.45926,0,45.6620165,6.267092299,0,10.51058039,0,1
232075,1,45.5888041,2.766620976,-8044662.901,1,2.958570718,65.72394357,2.493735262,1,1,3,1358.941371,-27221.91051,0,33.68588493,-4.771367153,0,17.67330047,0,1
232100,3,73.47128273,2.432331343,1.45E+07,1,-34.14295447,52.36675012,4.003285694,NA,1,9,-12676.51924,-54098.24756,0,45.85448732,1.342973519,2,11.47256884,0,1
232130,0,-14.79338679,4.762506669,2814392.22,1,-6.424406955,53.65828484,3.450118912,0,0,4,-7925.353092,141952.9473,0,29.6445022,6.756886963,0,19.61008441,0,1
232175,0,-4.122345439,6.063681857,-9107518.849,1,45.49413936,5.107961488,2.973988285,0,0,7,2070.647171,8110.218699,0,32.8655194,7.573688541,0,14.45062353,0,1
232206,0,47.25612209,4.165420092,5687321.279,1,135.5024031,99.6113677,2.356391226,0,0,4,-2130.186912,20033.42717,0,28.00135417,2.216445708,3,20.5810713,1,1
232231,0,21.61449926,1.29651297,8858674.652,1,-36.63673898,14.21064442,0.990460489,0,0,10,-2375.814523,120234.6932,0,36.87563102,9.484977748,2,19.19928208,0,1
232236,0,61.99914031,6.898027846,-8538359.906,0,51.52149298,-4.688445941,1.030044306,1,0,7,-381.0306615,107821.3228,0,44.40429494,5.711437242,0,26.06437431,0,1
232244,1,65.3238386,1.758529859,-5557993.762,1,136.934417,19.49600062,0.68386021,1,0,7,-5825.350446,26264.68556,0,48.94042511,-2.498840469,0,21.30029273,0,1
232250,3,-20.75950528,2.167450533,-4702730.002,1,-74.7335938,24.74939957,2.294669654,1,0,8,4744.621917,-10737.13203,1,39.87764934,4.876869371,NA,14.76288598,0,1
232271,1,23.15930943,3.273200918,1.01E+07,1,50.37049772,7.656109439,1.843086594,0,0,5,5295.820336,39038.59106,0,32.27292323,1.122449339,NA,21.33325853,0,1
232283,0,15.67749586,2.423032737,-678740.1166,1,42.35738918,71.93936852,-0.864118183,1,0,11,959.2785459,27290.3665,0,48.42787947,2.202625415,0,21.45477447,0,1
232299,1,-5.311280058,4.060002255,-1.19E+07,1,9.466568476,18.05645283,3.675173814,1,0,11,2389.067653,8047.687847,0,35.76316941,1.740801825,0,21.85340297,0,1
232316,2,31.98681074,1.487750611,3.27E+07,1,2.745152554,-21.11368236,1.771929353,0,0,12,-5445.209899,-61349.04108,0,40.12929891,5.956628315,0,18.45114485,0,1
232323,1,29.44322202,6.690670036,3074470.162,1,-13.1338581,95.4880717,3.604646894,0,0,12,4911.592866,-115021.5721,0,58.22992418,-4.255712589,0,23.08382051,0,1
232364,0,-83.04667606,4.126373347,2.35E+07,1,90.59806965,41.00267577,1.735594551,1,0,3,-802.1065909,70985.4038,0,27.30443805,5.154145471,NA,18.15010119,0,1
232388,0,84.271403,2.211807853,-1.73E+07,1,33.96333143,52.80490007,0.974076145,1,0,4,6571.661135,162004.6613,0,37.86380906,1.79965632,0,13.16729177,0,1
232465,2,42.10972952,1.122020557,-4329818.926,1,1.886263075,12.67327853,3.050323585,1,0,9,6793.531839,138745.5469,0,39.8637658,8.666313158,2,21.10313779,0,1
232526,3,103.8181815,1.841797858,4458375.561,1,17.51003751,47.84561599,2.695029081,1,0,8,1119.992546,-15687.46742,0,37.92240801,-2.986161219,1,23.45063431,0,1
232554,1,62.30663314,5.436576307,7985941.595,1,0.920844416,56.50266126,2.610065934,1,0,1,6085.28984,115667.4003,0,41.39167799,10.68639405,0,16.33624406,0,1
232586,0,63.72802213,3.051877647,1947644.617,1,-69.47121509,38.95042104,1.195641642,1,0,6,-3858.558399,51947.17249,0,43.69313505,5.613941638,0,24.14646906,0,1
232615,1,50.0144283,0.109856782,1.77E+07,1,30.22817157,78.00139816,1.512529825,0,0,5,59.74390473,19927.91834,0,33.10030813,6.50904935,0,19.32803967,0,1
232621,1,-44.54769098,1.28782401,2.76E+07,1,-28.01897265,49.34879862,4.326304812,0,0,12,-6529.83167,123202.8945,0,50.50956289,2.088478205,0,11.12918873,0,1
232639,1,129.2303309,0.036560449,2.12E+07,0,33.19474115,-15.3033277,2.199876086,1,0,11,-2015.74808,81644.1585,0,45.81847794,3.801922184,0,14.10300819,0,1
232654,1,16.38987928,4.183397485,8277292.443,0,-6.203591146,81.92726218,2.423079982,1,0,10,12464.56478,155005.2761,0,35.58100335,1.391029241,1,15.41988094,0,1
232656,0,89.38583333,2.734493204,1581886.78,1,-9.481255758,33.74864863,2.02041987,0,1,5,-9744.501333,-2712.868675,0,40.99957763,6.097101879,0,9.30996905,0,1
232679,1,44.58786886,4.339429417,1218094.773,1,39.38397054,-25.50239976,4.283242169,1,0,6,-7305.435758,80071.81397,0,55.89060508,2.752296746,1,19.30208586,0,1
232686,2,90.06266212,-0.321793845,7163573.008,1,58.9753811,-27.21645366,2.086947034,0,0,1,-3151.714518,126086.6807,0,60.93311878,0.475528246,0,18.85760995,0,1
232696,1,25.44376209,4.928679498,3.01E+07,1,-4.45021127,55.24212384,2.637760614,1,0,7,4029.045019,128817.3,0,36.7740877,-4.547126966,0,14.28244695,0,1
232699,0,-79.78192715,3.361152612,2.74E+07,1,23.87856828,44.22844357,1.937436548,0,0,7,-2872.032503,79074.4546,0,30.76910416,-0.587061317,0,19.98962459,0,1
232700,1,-16.95166224,3.24691294,2417160.615,1,65.91920128,-8.154283515,1.694431933,NA,0,4,323.7546825,-9239.708317,0,38.53619297,6.9450895,0,7.934338725,0,1
232727,0,8.701369515,2.00714425,470400.7214,1,91.86604332,68.79641263,1.043432671,1,0,9,9438.268474,50313.39502,0,28.21719687,5.208221497,0,21.13037702,0,1
232755,0,-36.37556923,3.282372963,6207066.806,1,28.75375752,-19.0962087,0.673982161,1,0,9,3938.251328,-73155.59283,1,28.15353428,4.107779066,0,24.28692807,0,1
232757,0,1.961821612,5.161365571,3371529.825,1,39.34286963,5.285588001,5.007672619,0,0,2,4154.582231,90428.41164,0,16.60004181,-6.996440883,0,14.48524692,0,1
232759,0,55.0566615,2.176661094,-1.50E+07,1,95.02033016,-13.77717237,2.700431601,1,0,12,17906.52629,-115700.0128,0,52.03337401,-2.302067685,0,20.29489145,0,1
232765,0,21.77351804,2.148781223,1.37E+07,1,45.64360281,-24.94903995,-0.972641583,1,0,9,-10355.87379,83712.99972,1,32.87186563,7.154641759,1,11.23260793,0,1
232788,1,24.79620868,2.518251451,1.73E+07,1,-18.54021459,51.10639066,0.992768453,0,0,7,-5848.80675,73188.59537,1,28.67129032,-1.660116114,1,14.70900813,0,1
232811,3,100.2063345,2.902014987,9315742.723,1,-44.3260052,-1.286395615,2.511887146,NA,0,9,1012.369425,-82814.83112,0,32.23413533,9.585046491,2,25.44298739,0,1
232833,1,36.90440221,2.10653275,1.50E+07,1,78.61637416,18.55308121,2.985411021,1,0,8,-8898.370231,115625.2437,0,38.07647176,8.272939682,0,18.25372295,0,1
232857,0,58.63168965,-0.297089455,-7105303.977,0,-17.62475525,51.85038937,1.432777581,1,0,5,-5143.819571,74868.54198,0,38.65100686,-1.870636785,0,19.86038882,0,1
232859,0,-42.39180878,1.886220829,-5762390.213,1,3.950090538,14.50503997,-0.40027444,1,0,7,-470.204485,-85924.5035,0,44.9491134,7.072976729,0,25.84218061,0,1
232861,0,-50.54309876,2.093731445,4420978.134,1,43.16970836,72.51744355,0.577263037,1,0,1,176.8782598,57890.58848,0,37.71631106,-1.125973833,0,19.28636342,0,1
232878,1,39.76219458,1.69303399,-3923651.714,0,-27.85275689,-47.45224162,1.715912108,1,0,12,3659.01081,-94282.69902,0,30.74553802,-2.229355137,0,21.23057428,0,1
232895,0,9.441494967,-0.344514652,2604263.58,0,62.47739791,28.17710855,0.568761388,NA,0,7,-8778.212506,9907.57978,0,42.78953782,2.876809864,0,15.28549918,0,1
232897,1,33.5369913,2.29084871,-2031254.345,1,62.79500287,14.00760634,2.37437628,0,0,9,1123.777446,-46310.62388,0,33.40724853,9.982913236,4,24.71822572,0,1
232904,1,11.82214352,1.02821274,-1235077.516,1,121.471636,37.86330197,1.974486726,0,0,3,5584.711914,31525.15982,0,11.68710292,3.800134139,0,14.02106338,0,1
232922,1,18.060761,1.643152414,227301.4681,0,-29.41209061,57.76364507,2.420336715,1,0,4,11640.27547,195737.6415,0,33.3687691,6.684033775,0,22.51071192,0,1
232962,1,-51.80933592,2.273832648,3476087.404,1,51.54795587,-52.73106112,3.31678742,0,0,8,-167.303693,-88101.23673,0,52.11049916,2.684372186,3,23.79514315,0,1
232975,0,21.73274568,2.826514195,2.00E+07,0,-14.56933262,-26.18198617,1.029239452,0,0,2,1032.121706,-17858.28993,0,46.24243817,-2.283152978,0,22.16451542,0,1
233018,2,-29.5529246,2.475370252,-1935290.513,0,16.20942996,20.50965613,3.851770906,0,0,12,-3479.047609,-31160.16907,0,25.9639476,1.601792148,0,5.30732893,0,1
233041,1,34.12843827,6.792459589,-1.73E+07,1,57.8412983,40.83316984,3.419522373,0,0,11,3372.640999,-42678.15005,0,41.26290616,10.89230463,0,7.877294259,0,1
233048,1,-31.17780312,4.031077306,1.98E+07,1,5.642868303,55.04158354,2.390090978,0,0,1,975.2250131,49278.90142,0,43.86498873,9.255821322,1,11.44532169,0,1
233071,0,-11.79285136,4.441230481,-9774343.125,1,-120.3809148,119.6234607,1.360760248,0,0,1,-3104.073215,-46948.10476,0,48.59619914,5.228457962,0,25.43600435,0,1
233080,0,18.10485604,6.014480717,4837123.232,0,19.01427983,43.58058193,0.086487205,0,1,9,1331.838277,6785.377952,0,46.16100947,13.22122897,0,19.76293477,0,1
233081,3,80.93675392,4.793529717,9094738.036,1,86.05566499,-21.80275483,0.524285819,0,0,2,201.934888,90128.46153,0,36.09083555,0.865035777,0,18.3384122,1,1
233082,1,65.76728105,1.809855034,86180.35723,1,-11.63848835,-2.432366063,1.00506217,1,0,2,2600.956391,64611.5468,0,57.16950847,0.291198129,0,22.61596403,0,1
233083,0,16.10037381,6.693960798,-3987213.231,1,62.19942448,42.11513427,1.817608323,0,0,4,4028.632714,-106269.8975,0,29.00803635,1.162653249,0,20.75613975,0,1
233112,1,71.8961745,3.672267934,-1.61E+07,1,35.22780984,8.042914668,1.533927864,1,0,5,129.4585486,37658.54641,0,50.70413278,6.851124909,NA,17.38543245,0,1
233155,1,69.30873358,5.447448664,-7188503.008,1,86.87689365,38.25800989,5.00908161,1,0,11,-10308.15621,141523.1119,0,43.01993409,1.102690073,0,17.90252237,0,1
233171,2,-5.236456133,4.725510946,1.32E+07,0,105.5807337,110.1366116,2.392794193,0,0,9,-5650.459848,152590.4982,0,43.92334436,8.409097867,0,19.54065589,0,1
233182,2,8.641624388,4.100326548,1.15E+07,1,-60.63624901,22.16410822,0.604964539,NA,0,9,-238.003825,-82363.3072,1,36.58255256,10.67696855,0,18.627426,0,1
233229,0,-23.08412572,4.658368608,-1847792.441,1,25.73945195,89.7935861,3.220842081,1,0,11,-6643.677808,-71549.27164,0,17.61157447,13.01518826,0,10.81159118,0,1
233242,1,95.14538562,2.176224374,-2.74E+07,1,-28.17225852,0.054895934,4.257448076,0,0,11,7575.114844,82549.55039,0,29.57537733,7.924502665,0,9.956276301,0,1
233252,1,-75.88828682,3.092107443,-3897419.173,1,141.1204566,4.674881739,2.120494709,0,1,8,22599.44843,30647.48197,0,51.67680685,-0.553550555,0,18.47604617,0,1
233263,2,36.30637383,3.063128007,3734528.813,1,30.96493674,-1.112872158,1.266064607,0,0,12,-3818.401356,75417.50695,0,44.14386769,12.34994192,0,16.28979597,0,1
233303,1,4.682657643,3.743397909,2501998.346,0,54.72206783,5.805592517,2.955767183,1,0,5,10109.92988,45123.22485,0,35.33393954,2.010338764,0,10.19514514,0,1
233305,1,3.646003304,-0.464281653,3186695.105,1,-45.05165064,67.43109169,2.206429554,1,0,8,-1529.594586,-12335.84756,0,32.02846666,16.67566649,0,21.24899272,0,1
233314,0,68.32664266,2.318464383,-1.23E+07,1,22.1757295,20.48081684,3.751057585,0,0,9,7217.605856,-15497.50914,0,29.95622279,6.757360656,0,20.16718511,0,1
233336,1,-38.31727715,5.081945699,-7184856.739,0,23.85892829,25.78838723,2.520364531,NA,0,2,-1777.690303,64267.24474,0,42.35994315,4.204837407,2,15.12996374,0,1
233355,1,-11.08188905,2.147473638,-1.19E+07,1,-12.74089765,-1.537186597,4.531810785,0,0,4,1873.557451,-17143.53687,0,29.36224083,7.039492738,0,20.35892169,0,1
233367,1,116.785657,5.082881704,-4473840.324,1,-18.83454149,56.03897298,4.29255528,NA,1,11,1414.760119,167745.0477,0,51.03328885,1.154615296,0,13.81786572,0,1
233369,1,26.40780784,6.611759946,-1902094.669,0,3.087902013,69.84216039,3.794215013,NA,0,4,-11479.01219,52330.52441,1,49.32567369,4.706528553,0,19.93163922,0,1
233388,1,8.151509161,3.704213687,-1.03E+07,1,15.97607222,0.909115913,4.445620295,1,0,4,5204.939692,79548.10164,0,43.32823329,1.132812053,0,19.06853485,0,1
233393,1,-78.73308025,-0.54839146,266666.1465,1,11.59594514,65.28171269,4.675685476,0,0,9,-75.13228854,4165.284416,0,47.94850016,11.14741728,0,22.9701342,0,1
233420,1,14.86734305,2.913536677,2312889.258,1,15.01503043,-1.52807273,2.005423465,1,0,9,-4373.623036,-17819.92706,0,41.71009937,6.053502206,0,16.58649504,0,1
233422,0,-22.65202433,3.487683791,8146813.106,0,-14.8686587,12.43645059,1.334132669,NA,0,8,390.0780876,16191.46316,0,33.93719375,6.30983293,0,23.05334003,0,1
233439,0,107.5825654,0.526371773,2035903.625,1,45.01705394,19.96998039,1.283904695,0,0,3,-3698.64373,115233.0664,0,45.31746625,6.041368094,0,15.0064616,0,1
233470,1,45.3511555,3.772638912,-3.46E+07,1,-45.56336316,23.36919587,4.50164683,0,1,10,9917.619305,-47416.22971,0,36.90127142,14.71722711,NA,21.78309793,0,1
233536,1,12.76214698,3.743868183,1.71E+07,1,-29.83312257,-33.12387875,0.958142875,1,0,12,9303.562904,33655.25786,1,43.51095337,4.471049815,NA,17.75729382,0,1
233538,2,72.56892434,5.367179328,2.23E+07,1,-17.23184373,38.02764347,4.493277166,1,0,2,4689.620577,96073.65858,0,29.99930784,8.847743704,0,25.84213154,0,1
233603,0,34.00921939,5.390971545,1.65E+07,1,-24.44202227,18.87941451,3.517358535,0,1,9,5656.748745,63238.73281,1,50.78142359,-4.763577398,0,16.80753036,0,1
233608,3,-32.52847932,4.647204449,-5072551.346,1,138.9911235,51.63878673,3.787387569,0,0,7,5.53141897,52751.26956,0,35.83893217,6.887393316,0,12.29785219,0,1
233655,3,65.77600967,2.480975523,1.12E+07,0,-50.09840062,-3.290608151,3.49827171,NA,0,1,2203.748427,-10533.08376,0,22.87261566,5.058049591,2,15.61699006,0,1
233717,1,50.53929212,4.589697492,4546939.377,1,-36.95574731,47.06824175,2.525565224,1,0,12,11404.84175,-3729.299153,0,47.37924641,10.2968904,NA,18.13690894,0,1
233719,0,57.28094705,2.598564456,-9465782.151,0,84.09698513,-56.36647692,1.432701381,0,0,1,5861.53932,85775.47834,0,44.50724493,3.10516744,0,14.42750564,0,1
233730,3,-20.17893014,2.207383387,1.01E+07,1,-28.70631626,22.62980101,2.420704697,1,0,5,8674.925979,71621.48348,0,28.65939368,3.88331994,NA,17.23582086,0,1
233733,0,63.30664606,1.456353701,1.58E+07,1,-43.26878802,-16.727587,2.585116132,1,0,6,1183.802844,18948.44199,0,45.63476953,6.15427395,0,18.48072705,0,1
233738,2,18.59974578,2.091542557,1239004.447,1,-62.95666898,44.81364186,2.402832741,NA,0,2,6989.238998,-37597.13573,1,28.2864284,3.984727753,0,19.44088665,0,1
233744,1,110.7376596,5.498689958,1.86E+07,1,81.33213984,99.07691844,0.6398007,1,0,4,-1958.150248,45079.31906,0,40.64973196,-3.279674778,0,12.02626025,0,1
233754,2,-53.3178928,2.422763329,-9918114.072,0,121.2080365,-18.48896963,1.904688809,NA,0,4,558.5439339,31746.07515,0,17.91289828,2.086326152,0,12.95375531,0,1
233793,1,6.447490334,0.96525087,-1.86E+07,1,96.83535538,2.818969869,1.187330809,0,0,9,-5537.33344,121692.9388,0,37.17027952,5.078213198,0,10.06438673,0,1
233798,0,-1.96493633,1.892519245,-3140528.996,1,24.99618878,24.5664302,1.813844158,NA,0,6,-5233.745172,-6147.197042,0,44.31550726,12.23965233,0,11.99072622,0,1
233828,2,81.69672358,5.631160415,1.15E+07,1,-5.247644266,-26.11422119,1.652449745,NA,0,1,12136.50312,-19299.36414,0,51.37483337,5.075367114,0,20.49298902,0,1
233846,0,52.31838481,8.871257842,-3391581.878,1,59.06517327,0.550324495,0.363807616,1,0,9,3874.787522,-2169.293227,0,35.53916517,-2.399140256,0,20.47567655,0,1
233878,1,51.40177178,1.305871761,7777797.286,1,34.51389665,35.51593313,1.822428633,0,0,8,5393.644696,33971.64782,1,54.88730864,2.88920199,NA,11.71835242,0,1
234046,0,16.38326804,3.109817356,1.49E+07,1,-25.81092518,-58.30707153,-0.115822137,0,0,6,3034.951807,10823.71406,0,35.24998588,0.037409381,0,22.70640389,0,1
234058,0,55.18107454,3.444074806,-2313185.145,1,110.1263562,54.16228845,2.529164474,0,0,12,-4669.981572,-12163.4256,0,48.05795569,9.555658,0,24.88827417,0,1
234082,2,-1.691969117,3.938392787,-1.29E+07,1,3.412318875,-15.08351011,2.595667873,0,0,6,-1499.174864,-52344.26518,0,56.11591722,5.694978482,1,15.15383004,0,1
234150,3,64.08006943,5.424844671,-3884239.68,1,-60.47441977,40.47095827,2.677721534,0,0,6,-3474.289532,2925.229452,0,38.47291473,3.294737538,0,16.76657222,0,1
234155,1,-16.942783,3.813935414,1.65E+07,0,-47.70197079,6.757820704,4.237548061,0,1,7,-2238.989027,-26861.46681,0,51.15023278,-0.491960175,NA,16.33257482,0,1
234164,1,106.5592445,2.822042457,2.18E+07,0,109.015446,-53.61577709,2.642243125,0,0,11,4923.802917,75722.61028,0,24.50739292,7.480912354,0,13.94297511,0,1
234194,0,60.3822798,4.240781028,-1.71E+07,1,-17.73259743,47.08763797,2.286765719,1,0,8,2297.03826,-38319.78926,0,30.99931979,0.970574025,0,18.08449259,0,1
234213,1,-9.934130978,6.087460044,-1.62E+07,1,-0.002382228,34.16291855,0.97189421,1,0,10,-2713.891173,27536.06986,0,39.94674866,9.131496407,0,14.89972496,0,1
